,Movie,Rating
9104,"Sex, Drugs & Taxation (2013)",[-0.01070073]
9207,Welcome to Happiness (2015),[-0.01070073]
9286,The Nice Guys (2016),[-0.01070073]
9273,Barbershop: The Next Cut (2016),[-0.01070073]
9077,Last Shift (2014),[-0.01070073]
9303,The Wailing (2016),[-0.01070073]
9293,The Handmaiden (2016),[-0.01070073]
9246,Camino (2016),[-0.01070073]
9129,Dragons: Gift of the Night Fury (2011),[-0.01070073]
9211,Reptilicus (1961),[-0.01070073]
9157,The 5th Wave (2016),[-0.01070073]
9212,Requiem for the American Dream (2015),[-0.01070073]
9204,Exposed (2016),[-0.01070073]
9131,Cosmic Scrat-tastrophe (2015),[-0.01070073]
9221,10 Cloverfield Lane (2016),[-0.01070073]
9119,Concussion (2015),[-0.01070073]
9145,Doctor Who: Last Christmas (2014),[-0.01070073]
9097,"Hail, Caesar! (2016)",[-0.01070073]
8990,The Revenant (2015),[-0.01070073]
9151,Doctor Who: The Runaway Bride (2007),[-0.01070073]
9193,Sherlock: The Abominable Bride (2016),[-0.01070073]
8996,Goodnight Mommy (Ich seh ich seh) (2014),[-0.01070073]
9308,Café Society (2016),[-0.01070073]
9199,Wiener-Dog (2016),[-0.01070073]
9282,Ratchet & Clank (2016),[-0.01070073]
9161,Just Jim (2015),[-0.01070073]
9062,Demolition (2016),[-0.01070073]
9172,How to Be Single (2016),[-0.01070073]
8995,Sicario (2015),[-0.01070073]
9292,Gen-X Cops (1999),[-0.01070073]
9233,Santa's Little Helper (2015),[-0.01070073]
9130,Twinsters (2015),[-0.01070073]
9134,Le Maître d'école (1981),[-0.01070073]
9154,Return of the One-Armed Swordsman (1969),[-0.01070073]
9092,The Great Hypnotist (2014),[-0.01070073]
9110,Freaks of Nature (2015),[-0.01070073]
9277,Bakuman (2015),[-0.01070073]
9330,Sympathy for the Underdog (1971),[-0.01070073]
9002,How to Make Love Like an Englishman (2014),[-0.01070073]
9075,Ryuzo and the Seven Henchmen (2015),[-0.01070073]
9026,The Lost Room (2006),[-0.01070073]
9299,All Yours (2016),[-0.01070073]
9036,Suffragette (2015),[-0.01070073]
9274,Finding Dory (2016),[-0.01070073]
9229,The Wait (2015),[-0.01070073]
9186,Unicorn City (2012),[-0.01070073]
9048,Old Men: Robbers (1971),[-0.01070073]
9040,War Room (2015),[-0.01070073]
9132,Solace (2015),[-0.01070073]
9045,Autumn Marathon (1979),[-0.01070073]
9250,My Big Fat Greek Wedding 2 (2016),[-0.01070073]
9067,Into the Forest (2015),[-0.01070073]
9322,Ghostbusters (2016),[-0.01070073]
9324,O.J.: Made in America (2016),[-0.01070073]
9018,"Visit, The (2015)",[-0.01070073]
9003,Fracchia contro Dracula (1985),[-0.01070073]
9139,What Men Still Talk About (2011),[-0.01070073]
9228,Michael Jackson's Thriller (1983),[-0.01070073]
9017,"Family Guy Presents: Something, Something, Something, Dark Side (2009)",[-0.01070073]
9294,Alice Through the Looking Glass (2016),[-0.01070073]
9095,Chasuke's Journey (2015),[-0.01070073]
9156,Hitchcock/Truffaut (2015),[-0.01070073]
9320,The Conjuring 2 (2016),[-0.01070073]
9251,Neon Bull (2015),[-0.01070073]
9163,Applesauce (2015),[-0.01070073]
5457,"Battle of Algiers, The (La battaglia di Algeri) (1966)",[-0.01072066]
6786,Battle for Haditha (2007),[-0.01075407]
5917,Batman Begins (2005),[-0.0107632]
3075,"Lost Boys, The (1987)",[-0.01077562]
5150,Used People (1992),[-0.01079133]
3315,Cocktail (1988),[-0.01083161]
2420,"Star Is Born, A (1937)",[-0.01086906]
8714,Fifty Shades of Grey (2015),[-0.01090816]
1922,"Haunting, The (1963)",[-0.01103631]
7484,Tron: Legacy (2010),[-0.01114849]
1892,Children of the Corn II: The Final Sacrifice (1993),[-0.01115434]
5703,Infernal Affairs 2 (Mou gaan dou II) (2003),[-0.01117405]
3172,"Mummy Returns, The (2001)",[-0.01118034]
869,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",[-0.01123186]
4986,Pride and Prejudice (1995),[-0.01127589]
3659,"Russia House, The (1990)",[-0.01132428]
6527,Across the Universe (2007),[-0.01141351]
1308,Fallen (1998),[-0.01144818]
6647,National Treasure: Book of Secrets (2007),[-0.0114646]
7832,Mega Shark vs. Crocosaurus (2010),[-0.01148644]
2231,"Straight Story, The (1999)",[-0.01150014]
9680,Patti Rocks (1988),[-0.01152052]
9722,Iron Soldier (2010),[-0.01152052]
9699,A Quiet Place (2018),[-0.01152052]
9615,Geostorm (2017),[-0.01152052]
9682,Maze Runner: The Death Cure (2018),[-0.01152052]
9617,Sword Art Online The Movie: Ordinal Scale (2017),[-0.01152052]
9692,Tomb Raider (2018),[-0.01152052]
9611,Black Mirror,[-0.01152052]
9568,Empties (2007),[-0.01152052]
9604,Blade Runner 2049 (2017),[-0.01152052]
9585,On the Trail of the Bremen Town Musicians (1973),[-0.01152052]
9603,Ari Shaffir: Double Negative (2017),[-0.01152052]
9683,Isle of Dogs (2018),[-0.01152052]
9687,Battle Planet (2008),[-0.01152052]
9688,De platte jungle (1978),[-0.01152052]
9717,The Man Who Killed Don Quixote (2018),[-0.01152052]
9693,Fullmetal Alchemist 2018 (2017),[-0.01152052]
9696,Death Wish (2018),[-0.01152052]
9698,"Love, Simon (2018)",[-0.01152052]
9716,Tag (2018),[-0.01152052]
9677,Dave Chappelle: The Bird Revelation (2017),[-0.01152052]
9700,Alpha (2018),[-0.01152052]
9708,Incredibles 2 (2018),[-0.01152052]
9718,Boundaries (2018),[-0.01152052]
9715,Mamma Mia: Here We Go Again! (2018),[-0.01152052]
9575,Obsession (1965),[-0.01152052]
9648,Molly's Game (2017),[-0.01152052]
9668,Annihilation (2018),[-0.01152052]
9659,Lynne Koplitz: Hormonal Beast (2017),[-0.01152052]
9587,Wolf and Calf (1984),[-0.01152052]
9594,Shot Caller (2017),[-0.01152052]
9596,Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),[-0.01152052]
9600,Der Herr Karl (1961),[-0.01152052]
9606,Bliss (2012),[-0.01152052]
9608,Mother! (2017),[-0.01152052]
9614,Little Boxes (2017),[-0.01152052]
9616,Maz Jobrani: Immigrant (2017),[-0.01152052]
9723,BlacKkKlansman (2018),[-0.01152052]
9631,Male Hunt (1964),[-0.01152052]
9639,Emerald Green (2016),[-0.01152052]
9642,LBJ (2017),[-0.01152052]
9647,The Shape of Water (2017),[-0.01152052]
9584,It (2017),[-0.01152052]
9651,The Shining (1997),[-0.01152052]
9654,The Post (2017),[-0.01152052]
9655,Die Frauen von Ravensbrück (2005),[-0.01152052]
2300,Under the Rainbow (1981),[-0.01161603]
4644,Love Actually (2003),[-0.0117053]
1414,Mrs. Miniver (1942),[-0.01176085]
406,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",[-0.01183566]
4697,Mr. Destiny (1990),[-0.01185862]
8747,The Stanford Prison Experiment (2015),[-0.01188412]
4338,Owning Mahowny (2003),[-0.01193411]
4310,Malibu's Most Wanted (2003),[-0.01193411]
4345,Beat Street (1984),[-0.01193411]
4377,Destry Rides Again (1939),[-0.01193411]
2657,U-571 (2000),[-0.01200302]
7307,Date Night (2010),[-0.01203503]
3626,Kandahar (Safar e Ghandehar) (2001),[-0.01221544]
5123,Educating Rita (1983),[-0.01226835]
2794,"Ace in the Hole (Big Carnival, The) (1951)",[-0.01227408]
2374,"War Zone, The (1999)",[-0.01232632]
5803,Sons of the Desert (1933),[-0.01241085]
2820,Braddock: Missing in Action III (1988),[-0.01259387]
1650,Shadow of a Doubt (1943),[-0.01260054]
6982,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",[-0.01263875]
6980,"Divo, Il (2008)",[-0.01263875]
5595,Last of the Dogmen (1995),[-0.01267484]
4824,Only the Strong (1993),[-0.01270172]
2262,Train of Life (Train de vie) (1998),[-0.01275977]
2278,"Funhouse, The (1981)",[-0.01275977]
2336,Maurice (1987),[-0.01275977]
2358,"Distinguished Gentleman, The (1992)",[-0.01275977]
2276,Drugstore Cowboy (1989),[-0.01275977]
2328,All About My Mother (Todo sobre mi madre) (1999),[-0.01275977]
2356,Flawless (1999),[-0.01275977]
2357,Ride with the Devil (1999),[-0.01275977]
1612,How Stella Got Her Groove Back (1998),[-0.01278918]
5770,Boys Town (1938),[-0.01280614]
6724,"Ruins, The (2008)",[-0.01281116]
4558,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",[-0.01285277]
6174,Stay Alive (2006),[-0.01289552]
5154,Make Way for Tomorrow (1937),[-0.01290232]
7606,Priest (2011),[-0.01292249]
1888,"Long Goodbye, The (1973)",[-0.01293282]
9369,Kubo and the Two Strings (2016),[-0.01297085]
8867,Maggie (2015),[-0.01298249]
8830,Libre et assoupi (2014),[-0.01298249]
8842,Da Sweet Blood of Jesus (2014),[-0.01298249]
8848,The Even Stevens Movie (2003),[-0.01298249]
5367,Vera Drake (2004),[-0.01302787]
7231,Pekka ja Pätkä Suezilla (1958),[-0.01309035]
440,North (1994),[-0.01314898]
8801,While We're Young (2014),[-0.01329664]
6378,Black Christmas (2006),[-0.01330607]
7040,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),[-0.01331051]
4116,Empire (2002),[-0.01332248]
2371,Deuce Bigalow: Male Gigolo (1999),[-0.01333576]
6839,Traitor (2008),[-0.01347352]
8896,Bitter Lake (2015),[-0.01353353]
6211,Peaceful Warrior (2006),[-0.01359115]
2740,"Man with the Golden Arm, The (1955)",[-0.01359246]
8905,Pixels (2015),[-0.01363222]
8910,The Secret Life of Pets (2016),[-0.01363222]
8904,The Hunger Games: Mockingjay - Part 2 (2015),[-0.01363222]
5533,G.I. Joe: The Movie (1987),[-0.01366641]
7586,Scream 4 (2011),[-0.01371391]
3687,Cousins (1989),[-0.01373712]
6969,Dead Like Me: Life After Death (2009),[-0.01380358]
2017,"General's Daughter, The (1999)",[-0.01381797]
4956,Henry & June (1990),[-0.01386256]
8291,"Selfish Giant, The (2013)",[-0.01392095]
7360,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),[-0.0139289]
6138,Freedomland (2006),[-0.01393792]
7027,Balls Out: Gary the Tennis Coach (2009),[-0.01396129]
8664,The Duke of Burgundy (2014),[-0.01400627]
8670,Bill Burr: Let It Go (2010),[-0.01400627]
40,Mortal Kombat (1995),[-0.01405608]
655,"Spitfire Grill, The (1996)",[-0.01410088]
5892,"Cocoanuts, The (1929)",[-0.01416037]
3553,Titanica (1992),[-0.01416048]
6663,In the Name of the King: A Dungeon Siege Tale (2008),[-0.01416889]
2025,My Son the Fanatic (1997),[-0.01417844]
1950,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",[-0.01417844]
4352,Down with Love (2003),[-0.01418078]
7001,Observe and Report (2009),[-0.01418782]
6519,License to Wed (2007),[-0.01422295]
6533,Charlie Bartlett (2007),[-0.01422295]
6536,Tell No One (Ne le dis à personne) (2006),[-0.01422295]
6537,Superbad (2007),[-0.01422295]
6499,Sun Alley (Sonnenallee) (1999),[-0.01422295]
9561,Travels of an Ant (1983),[-0.01422854]
6983,"Pink Panther 2, The (2009)",[-0.01428339]
5435,Unfaithfully Yours (1948),[-0.01428516]
4204,Tokyo Decadence (Topâzu) (1992),[-0.01431324]
4196,Biker Boyz (2003),[-0.01431324]
4203,Ordinary Decent Criminal (2000),[-0.01431324]
4186,Pépé le Moko (1937),[-0.01431324]
176,Waterworld (1995),[-0.01436393]
4804,House of Sand and Fog (2003),[-0.01436629]
5343,Ladder 49 (2004),[-0.01436728]
6986,"Cottage, The (2008)",[-0.01439733]
7489,I Saw the Devil (Akmareul boatda) (2010),[-0.01439831]
777,"20,000 Leagues Under the Sea (1954)",[-0.01441704]
1460,Halloween II (1981),[-0.0144794]
3628,"Royal Tenenbaums, The (2001)",[-0.01455886]
8702,Tornado! (1996),[-0.014654]
7130,Extract (2009),[-0.01466058]
8467,Gone Girl (2014),[-0.01469161]
8428,Blue Ruin (2013),[-0.01469161]
8250,"Mystery of the Third Planet, The (Tayna tretey planety) (1981)",[-0.01469161]
8253,What If (2013),[-0.01469161]
8453,Boyhood (2014),[-0.01469161]
8254,"History of Future Folk, The (2012)",[-0.01469161]
8188,"Bling Ring, The (2013)",[-0.01469161]
8315,"Christmas Carol, A (1977)",[-0.01469161]
8451,How to Train Your Dragon 2 (2014),[-0.01469161]
8391,Son of God (2014),[-0.01469161]
8233,Man of Tai Chi (2013),[-0.01469161]
8408,Oculus (2013),[-0.01469161]
8177,With Great Power: The Stan Lee Story (2012),[-0.01469161]
8232,Alan Partridge: Alpha Papa (2013),[-0.01469161]
8378,Welcome to the Jungle (2013),[-0.01469161]
8160,"Internship, The (2013)",[-0.01469161]
8263,Inescapable (2012),[-0.01469161]
8154,Bill Hicks: Revelations (1993),[-0.01469161]
8298,Delivery Man (2013),[-0.01469161]
8277,Filth (2013),[-0.01469161]
8441,Million Dollar Arm (2014),[-0.01469161]
8464,Colourful (Karafuru) (2010),[-0.01469161]
8386,Under the Skin (2013),[-0.01469161]
8332,Grudge Match (2013),[-0.01469161]
8244,In a World... (2013),[-0.01469161]
8185,"Purge, The (2013)",[-0.01469161]
8228,3 dev adam (Three Giant Men) (1973) ,[-0.01469161]
8174,"Lords of Salem, The (2012)",[-0.01469161]
8186,Rapture-Palooza (2013),[-0.01469161]
8293,Philomena (2013),[-0.01469161]
8300,Red Flag (2012),[-0.01469161]
8161,Darkon (2006),[-0.01469161]
8210,"Lifeguard, The (2013)",[-0.01469161]
8190,Schlussmacher (2013),[-0.01469161]
8440,Midnight Chronicles (2009),[-0.01469161]
8352,Better Living Through Chemistry (2014),[-0.01469161]
8390,Bad Words (2013),[-0.01469161]
8330,"Fuck You, Goethe (Fack Ju Göhte) (2013)",[-0.01469161]
8393,Why Don't You Play In Hell? (Jigoku de naze warui) (2013),[-0.01469161]
8302,Guilty of Romance (Koi no tsumi) (2011) ,[-0.01469161]
8328,"Muppet Christmas: Letters to Santa, A (2008)",[-0.01469161]
8290,Dallas Buyers Club (2013),[-0.01469161]
8162,Mimino (1977),[-0.01469161]
8180,Inhuman Resources (Redd Inc.) (2012),[-0.01469161]
8375,That Awkward Moment (2014),[-0.01469161]
8197,Adam and Eve (National Lampoon's Adam & Eve) (2005),[-0.01469161]
8317,Saving Mr. Banks (2013),[-0.01469161]
8252,Gravity (2013),[-0.01469161]
8284,"Double, The (2013)",[-0.01469161]
8412,"Honest Liar, An (2014)",[-0.01469161]
8483,Magic in the Moonlight (2014),[-0.01469161]
8153,Mud (2012),[-0.01469161]
8424,Lucy (2014),[-0.01469161]
8346,Jack Ryan: Shadow Recruit (2014),[-0.01469161]
8431,Blended (2014),[-0.01469161]
8251,Rage of Honor (1987),[-0.01469161]
8420,Locke (2013),[-0.01469161]
8247,You're Next (2011),[-0.01469161]
8435,At Middleton (2013),[-0.01469161]
8434,Zombeavers (2014),[-0.01469161]
8417,"Haunted House 2, A (2014)",[-0.01469161]
6045,Revolver (2005),[-0.01472412]
6095,Mrs. Henderson Presents (2005),[-0.01472412]
6115,Casper Meets Wendy (1998),[-0.01472412]
550,Eddie (1996),[-0.01481132]
1322,As Good as It Gets (1997),[-0.01485899]
280,Strawberry and Chocolate (Fresa y chocolate) (1993),[-0.01490759]
1654,Jamaica Inn (1939),[-0.01493568]
5940,Hustle & Flow (2005),[-0.01496317]
5762,Ruby & Quentin (Tais-toi!) (2003),[-0.0150991]
6497,Ocean's Thirteen (2007),[-0.01514527]
5387,Guerrilla: The Taking of Patty Hearst (2004),[-0.0152198]
6050,Night of the Lepus (1972),[-0.01526115]
7689,Neds (2010),[-0.01529938]
7691,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),[-0.01529938]
7690,Cold Fish (Tsumetai nettaigyo) (2010),[-0.01529938]
8579,The Longest Week (2014),[-0.01530658]
5582,Fortress (1992),[-0.01538141]
283,National Lampoon's Senior Trip (1995),[-0.01539686]
6411,The Odyssey (1997),[-0.01552121]
5544,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),[-0.01553338]
47,Mighty Aphrodite (1995),[-0.01555209]
6051,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",[-0.01562017]
3237,Pootie Tang (2001),[-0.01568424]
4912,Jersey Girl (2004),[-0.01569473]
5086,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",[-0.01576329]
6408,"Wake Up, Ron Burgundy (2004)",[-0.01583426]
1775,Red Sonja (1985),[-0.01584288]
6034,"Fog, The (2005)",[-0.01591148]
8713,Mortdecai (2015),[-0.01591441]
2890,"Original Kings of Comedy, The (2000)",[-0.01602295]
96,Catwalk (1996),[-0.01603455]
5317,Anacondas: The Hunt for the Blood Orchid (2004),[-0.01609397]
3406,Penn & Teller Get Killed (1989),[-0.0161151]
4314,Beginning of the End (1957),[-0.01614182]
6167,Take the Lead (2006),[-0.01617551]
6172,Akeelah and the Bee (2006),[-0.01617551]
2186,Psycho III (1986),[-0.01617841]
2208,"Lady Eve, The (1941)",[-0.01619248]
3400,Millennium (1989),[-0.01619865]
7587,Rio (2011),[-0.01620081]
4684,"Hard Way, The (1991)",[-0.0162063]
6582,"Lust, Caution (Se, jie) (2007)",[-0.01627493]
1715,Love Is the Devil (1998),[-0.01629842]
4253,Life Stinks (1991),[-0.01634119]
2307,Where's Marlowe? (1998),[-0.01640114]
6720,Stop-Loss (2008),[-0.01640634]
5361,Being Julia (2004),[-0.01647285]
4097,The Emperor's Club (2002),[-0.01660405]
2872,Pumpkinhead (1988),[-0.01661841]
4687,House of Cards (1993),[-0.01662702]
2945,Requiem for a Dream (2000),[-0.01663161]
3610,Behind Enemy Lines (2001),[-0.01664085]
5726,DiG! (2004),[-0.01677209]
7227,Staten Island (2009),[-0.01689062]
5556,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),[-0.01694447]
9421,Risk (2016),[-0.01705461]
9420,Ice Guardians (2016),[-0.01705461]
9423,Alesha Popovich and Tugarin the Dragon (2004),[-0.01705461]
9417,The Thinning (2016),[-0.01705461]
2773,Sarafina! (1992),[-0.017209]
2650,Auntie Mame (1958),[-0.01725165]
8445,Lilting (2014),[-0.01728163]
8204,"Heat, The (2013)",[-0.01728163]
146,Jury Duty (1995),[-0.01733064]
4114,Zulu (1964),[-0.0173323]
4112,"Last Seduction, The (1994)",[-0.0173323]
2003,Earth vs. the Flying Saucers (1956),[-0.01733752]
5569,Prime Suspect 2 (1992),[-0.01739986]
7091,Julie & Julia (2009),[-0.01745808]
2450,White Men Can't Jump (1992),[-0.01746071]
2733,Blazing Saddles (1974),[-0.01751865]
4052,Modern Problems (1981),[-0.01755112]
5142,Arizona Dream (1993),[-0.01766975]
4015,Punch-Drunk Love (2002),[-0.0177051]
4262,Bend It Like Beckham (2002),[-0.01774745]
5896,Star Wars: Episode III - Revenge of the Sith (2005),[-0.01777548]
5874,Mutant Aliens (2001),[-0.01777548]
5920,Saint Ralph (2004),[-0.01777548]
5966,Grizzly Man (2005),[-0.01777548]
5910,Rock School (2005),[-0.01777548]
7710,Real Steel (2011),[-0.01806403]
340,Wyatt Earp (1994),[-0.01810552]
6949,Bride Wars (2009),[-0.01811035]
8787,The Second Best Exotic Marigold Hotel (2015),[-0.0181296]
8795,Clown (2014),[-0.0181296]
1266,Mortal Kombat: Annihilation (1997),[-0.01814075]
4962,Dobermann (1997),[-0.01817084]
4970,"Fountainhead, The (1949)",[-0.01817084]
4896,Pickup on South Street (1953),[-0.01817084]
4961,Paperhouse (1988),[-0.01817084]
5049,"Duck, You Sucker (1971)",[-0.0181891]
1485,Metropolis (1927),[-0.0182299]
6090,Rumor Has It... (2005),[-0.01824762]
5505,Snake in the Eagle's Shadow (Se ying diu sau) (1978),[-0.0182599]
5366,The Machinist (2004),[-0.01827765]
2453,Man Bites Dog (C'est arrivé près de chez vous) (1992),[-0.0183077]
7156,"Education, An (2009)",[-0.01834025]
7198,"Blind Side, The  (2009)",[-0.01834025]
7192,Cell 211 (Celda 211) (2009),[-0.01834025]
2224,Home Alone 2: Lost in New York (1992),[-0.01836711]
4634,You'll Never Get Rich (1941),[-0.01844069]
4639,"Matrix Revolutions, The (2003)",[-0.01844069]
4568,All the President's Men (1976),[-0.01844069]
4638,Shattered Glass (2003),[-0.01844069]
5363,"Grudge, The (2004)",[-0.01845383]
2339,"Shop Around the Corner, The (1940)",[-0.01849144]
845,Palookaville (1996),[-0.01853889]
5342,Shark Tale (2004),[-0.01856243]
1091,Evita (1996),[-0.0186763]
6146,16 Blocks (2006),[-0.0187101]
6615,Itty Bitty Titty Committee (2007),[-0.01874611]
4848,Chitty Chitty Bang Bang (1968),[-0.01882369]
4846,Intolerance: Love's Struggle Throughout the Ages (1916),[-0.01882369]
447,"Puppet Masters, The (1994)",[-0.01884521]
4140,Antwone Fisher (2002),[-0.01885811]
8155,Pawn (2013),[-0.01886391]
8892,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),[-0.01890474]
8893,Aloha (2015),[-0.01890474]
9368,Masterminds (2016),[-0.01900265]
9353,War Dogs (2016),[-0.01900265]
9362,The Edge of Seventeen (2016),[-0.01900265]
9384,DC Super Hero Girls: Hero of the Year (2016),[-0.01900265]
9404,La La Land (2016),[-0.01900265]
9396,The Girl with All the Gifts (2016),[-0.01900265]
9380,Winnie the Pooh Goes Visiting (1971),[-0.01900265]
9402,Anything for Love (2016),[-0.01900265]
9361,Sharknado 4: The 4th Awakens (2016),[-0.01900265]
9379,Winnie Pooh (1969),[-0.01900265]
9372,Miss Peregrine's Home for Peculiar Children (2016),[-0.01900265]
9407,Inferno (2016),[-0.01900265]
9366,The Magnificent Seven (2016),[-0.01900265]
9382,Winnie the Pooh and the Day of Concern (1972),[-0.01900265]
9391,ARQ (2016),[-0.01900265]
9359,Don't Breathe (2016),[-0.01900265]
3576,Black Knight (2001),[-0.01900443]
3559,K-PAX (2001),[-0.01900451]
3587,MacArthur (1977),[-0.0191202]
3561,Better Than Sex (2000),[-0.0191202]
6208,"Da Vinci Code, The (2006)",[-0.01915971]
7406,Jackass 2.5 (2007),[-0.01918009]
7634,Too Big to Fail (2011),[-0.01927983]
7627,Green Lantern (2011),[-0.01927983]
6943,Marley & Me (2008),[-0.01929753]
300,Muriel's Wedding (1994),[-0.01935196]
3122,Double Impact (1991),[-0.01936713]
2073,Outrageous Fortune (1987),[-0.01945101]
